"","site","year","species_name","plant_ID","count","method","stem_cm","trap_area_m2","family","genus","epithet","seed_development_years","pollinator_code","mycorrhiza_type","needleleaf_broadleaf","deciduous_evergreen","seed_maturation_timing","seed_mass_mg","sexual_system","shade_tolerance","growth_form","seed_bank","fleshy_fruit","dispersal_syndrome","fruits_m2","fruits"
"107","AND",1995,"Abies_amabilis","CNCT_01ABAM5",37,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,37
"108","AND",1997,"Abies_amabilis","CNCT_01ABAM5",26,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,26
"109","AND",1999,"Abies_amabilis","CNCT_01ABAM5",1,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,1
"110","AND",2000,"Abies_amabilis","CNCT_01ABAM5",11,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,11
"111","AND",2002,"Abies_amabilis","CNCT_01ABAM5",25,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,25
"112","AND",2003,"Abies_amabilis","CNCT_01ABAM5",14,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,14
"113","AND",2004,"Abies_amabilis","CNCT_01ABAM5",4,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,4
"114","AND",2005,"Abies_amabilis","CNCT_01ABAM5",1,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,1
"115","AND",2007,"Abies_amabilis","CNCT_01ABAM5",12,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,12
"116","AND",2009,"Abies_amabilis","CNCT_01ABAM5",7,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,7
"117","AND",2011,"Abies_amabilis","CNCT_01ABAM5",48,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,48
"118","AND",2013,"Abies_amabilis","CNCT_01ABAM5",6,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,6
"119","AND",2014,"Abies_amabilis","CNCT_01ABAM5",12,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,12
"120","AND",2016,"Abies_amabilis","CNCT_01ABAM5",20,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,20
"121","AND",2018,"Abies_amabilis","CNCT_01ABAM5",25,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,25
"122","AND",1962,"Abies_amabilis","CNCT_01ABAM6",33,"PARTIALCONECOUNT",91.7,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,33
"123","AND",1968,"Abies_amabilis","CNCT_01ABAM6",136,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,136
"124","AND",1970,"Abies_amabilis","CNCT_01ABAM6",8,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,8
"125","AND",1971,"Abies_amabilis","CNCT_01ABAM6",9,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,9
"126","AND",1972,"Abies_amabilis","CNCT_01ABAM6",4,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,4
"127","AND",1974,"Abies_amabilis","CNCT_01ABAM6",68,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,68
"128","AND",1975,"Abies_amabilis","CNCT_01ABAM6",6,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,6
"129","AND",1976,"Abies_amabilis","CNCT_01ABAM6",8,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,8
"130","AND",1977,"Abies_amabilis","CNCT_01ABAM6",7,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,7
"131","AND",1978,"Abies_amabilis","CNCT_01ABAM6",35,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,35
"132","AND",1979,"Abies_amabilis","CNCT_01ABAM6",3,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,3
"133","AND",1980,"Abies_amabilis","CNCT_01ABAM6",24,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,24
"134","AND",1982,"Abies_amabilis","CNCT_01ABAM6",77,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,77
"135","AND",1985,"Abies_amabilis","CNCT_01ABAM6",106,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,106
"136","AND",1987,"Abies_amabilis","CNCT_01ABAM6",27,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,27
"137","AND",1988,"Abies_amabilis","CNCT_01ABAM6",2,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,2
"138","AND",1991,"Abies_amabilis","CNCT_01ABAM6",40,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,40
"139","AND",1993,"Abies_amabilis","CNCT_01ABAM6",7,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,7
"140","AND",1995,"Abies_amabilis","CNCT_01ABAM6",65,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,65
"141","AND",1997,"Abies_amabilis","CNCT_01ABAM6",100,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,100
"142","AND",1999,"Abies_amabilis","CNCT_01ABAM6",3,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,3
"143","AND",2000,"Abies_amabilis","CNCT_01ABAM6",15,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,15
"144","AND",2001,"Abies_amabilis","CNCT_01ABAM6",11,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,11
"145","AND",2002,"Abies_amabilis","CNCT_01ABAM6",28,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,28
"146","AND",2003,"Abies_amabilis","CNCT_01ABAM6",14,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,14
"147","AND",2004,"Abies_amabilis","CNCT_01ABAM6",2,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,2
"148","AND",2007,"Abies_amabilis","CNCT_01ABAM6",23,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,23
"149","AND",2009,"Abies_amabilis","CNCT_01ABAM6",46,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,46
"150","AND",2011,"Abies_amabilis","CNCT_01ABAM6",30,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,30
"151","AND",2014,"Abies_amabilis","CNCT_01ABAM6",9,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,9
"152","AND",2016,"Abies_amabilis","CNCT_01ABAM6",75,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,75
"153","AND",2018,"Abies_amabilis","CNCT_01ABAM6",35,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,35
"154","AND",1962,"Abies_amabilis","CNCT_01ABAM7",28,"PARTIALCONECOUNT",82.8,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,28
"155","AND",1965,"Abies_amabilis","CNCT_01ABAM7",1,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,1
"156","AND",1968,"Abies_amabilis","CNCT_01ABAM7",87,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,87
"157","AND",1971,"Abies_amabilis","CNCT_01ABAM7",34,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,34
"158","AND",1974,"Abies_amabilis","CNCT_01ABAM7",28,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,28
"159","AND",1976,"Abies_amabilis","CNCT_01ABAM7",3,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,3
"160","AND",1977,"Abies_amabilis","CNCT_01ABAM7",2,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,2
"161","AND",1978,"Abies_amabilis","CNCT_01ABAM7",47,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,47
"162","AND",1980,"Abies_amabilis","CNCT_01ABAM7",8,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,8
"163","AND",1982,"Abies_amabilis","CNCT_01ABAM7",52,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,52
"164","AND",1985,"Abies_amabilis","CNCT_01ABAM7",68,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,68
"165","AND",1987,"Abies_amabilis","CNCT_01ABAM7",17,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,17
"166","AND",1988,"Abies_amabilis","CNCT_01ABAM7",3,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,3
"167","AND",1991,"Abies_amabilis","CNCT_01ABAM7",40,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,40
"168","AND",1993,"Abies_amabilis","CNCT_01ABAM7",17,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,17
"169","AND",1995,"Abies_amabilis","CNCT_01ABAM7",30,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,30
"170","AND",1997,"Abies_amabilis","CNCT_01ABAM7",21,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,21
"171","AND",2000,"Abies_amabilis","CNCT_01ABAM7",5,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,5
"172","AND",2001,"Abies_amabilis","CNCT_01ABAM7",1,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,1
"173","AND",2002,"Abies_amabilis","CNCT_01ABAM7",4,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,4
"174","AND",2003,"Abies_amabilis","CNCT_01ABAM7",1,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,1
"175","AND",2007,"Abies_amabilis","CNCT_01ABAM7",6,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,6
"176","AND",2009,"Abies_amabilis","CNCT_01ABAM7",1,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,1
"177","AND",2011,"Abies_amabilis","CNCT_01ABAM7",2,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,2
"178","AND",2014,"Abies_amabilis","CNCT_01ABAM7",5,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,5
"179","AND",2016,"Abies_amabilis","CNCT_01ABAM7",35,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,35
"180","AND",2018,"Abies_amabilis","CNCT_01ABAM7",1,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,1
"181","AND",1962,"Abies_amabilis","CNCT_01ABAM8",10,"PARTIALCONECOUNT",54.4,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,10
"182","AND",1965,"Abies_amabilis","CNCT_01ABAM8",4,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,4
"183","AND",1968,"Abies_amabilis","CNCT_01ABAM8",67,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,67
"184","AND",1971,"Abies_amabilis","CNCT_01ABAM8",3,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,3
"185","AND",1974,"Abies_amabilis","CNCT_01ABAM8",42,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,42
"186","AND",1976,"Abies_amabilis","CNCT_01ABAM8",12,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,12
"187","AND",1977,"Abies_amabilis","CNCT_01ABAM8",7,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,7
"188","AND",1978,"Abies_amabilis","CNCT_01ABAM8",21,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,21
"189","AND",1979,"Abies_amabilis","CNCT_01ABAM8",1,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,1
"190","AND",1980,"Abies_amabilis","CNCT_01ABAM8",34,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,34
"191","AND",1982,"Abies_amabilis","CNCT_01ABAM8",33,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,33
"192","AND",1985,"Abies_amabilis","CNCT_01ABAM8",47,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,47
"193","AND",1987,"Abies_amabilis","CNCT_01ABAM8",16,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,16
"194","AND",1988,"Abies_amabilis","CNCT_01ABAM8",2,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,2
"195","AND",1991,"Abies_amabilis","CNCT_01ABAM8",30,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,30
"196","AND",1993,"Abies_amabilis","CNCT_01ABAM8",10,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,10
